LOAIHINHHN,PHAMVIHN,DUONG,PHUONG,QUAN,CVXLCCHN,NGCAPCCHN,NOICAPCCHN,GPP_GDP_GSP,NGAYCAPGCN,NGAYHHGCN
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","317, Tỉnh lộ 10, Khu phố 7",Phường An Lạc A,Bình Tân,Ds Phạm Văn Sơn,2014-11-07,Sở Y tế TP.HCM,GPP,2020-02-26,26/02/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","635, Lạc Long Quân",Phường 10,Tân Bình,Ds. Nguyễn Huy Hùng,2022-02-11,Sở Y tế TP.HCM,GPP,2022-11-28,11/05/2025
nhà thuốc,bán thuốc thành phẩm,"37/15, Cầu Xéo",Phường Tân Quý,Tân Phú,Ds Phạm Văn Sơn,2014-03-28,Sở Y tế TP.HCM,GPP,2014-03-13,13/03/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","80, Cao Thắng",Phường 17,Phú Nhuận,Ds Phạm Văn Sơn,2013-12-31,Sở Y tế TP.HCM,GPP,2020-01-07,07/01/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","12, Đường 400, khu phố 3",Phường Tân Phú,TP. Thủ Đức,Ds. Trương Việt Cường,2022-01-26,Sở Y tế TP.HCM,GPP,2020-07-07,07/07/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","266, Phạm Văn Chí",Phường 04,Quận 6,Ds Phạm Văn Sơn,2014-05-26,Sở Y tế TP.HCM,GPP,2017-11-06,06/11/2020
nhà thuốc,bán thuốc thành phẩm,"360A, Huỳnh Tấn Phát",Phường Bình Thuận,Quận 7,,2012-06-01,Sở Y tế TP.HCM,GPP,2015-06-10,10/06/2018
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","57, đường số 13",Phường Bình Trị Đông B,Bình Tân,Ds Phạm Văn Sơn,2014-05-20,Sở Y tế TP.HCM,GDP,2021-03-24,24/03/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","98, Đường số 1",Phường Bình Trị Đông B,Bình Tân,,2013-11-27,Sở Y tế TP.HCM,GPP,2020-10-30,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","361/70/181, Ấp 6",Xã Đông Thạnh,Hóc Môn,Ds. Trương Việt Cường,2020-11-16,Sở Y tế TP.HCM,GPP,2019-03-01,20/01/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","41, Lê Sao",Phường Phú Thạnh,Tân Phú,Ds. Bùi Thanh Nguyệt,2017-10-18,Sở Y tế TP.HCM,GPP,2019-07-25,25/07/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","370, Đặng Thúc Vịnh, ấp 1",Xã Đông Thạnh,Hóc Môn,Ds Tô Văn Minh,2016-07-07,Sở Y tế TP.HCM,GPP,2020-08-12,12/08/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","63/9M, đường Tân Xuân 1, ấp Chánh 1",Xã Tân Xuân,Hóc Môn,,2021-02-05,Sở Y tế Tỉnh Kiên Giang,GPP,2021-05-31,31/05/2024
nhà thuốc,bán thuốc thành phẩm,"22, Tân Trang",Phường 09,Tân Bình,Ds Lê Thị Minh Thảo,2014-05-20,Sở Y tế TP.HCM,GPP,2016-10-13,13/10/2019
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","71/51/19A, Đào Tông Nguyên, Khu Phố 7",Thị trấn Nhà Bè,Nhà Bè,Trương Việt Cường,2023-12-29,Sở Y tế TP.HCM,GPP,2021-01-27,27/01/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","295, Nguyễn Thái Sơn",Phường 05,Gò Vấp,Ds. Trương Việt Cường,2017-10-02,Sở Y tế TP.HCM,GPP,2021-05-06,06/05/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","5/10B, Nguyễn Văn Quỳ, khu phố 1",Phường Tân Thuận Đông,Quận 7,Ds Lê Thị Thu Hòa,2014-11-07,Sở Y tế TP.HCM,GPP,2019-12-25,05/12/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","01, đường số 17, Khu phố 5",Phường Bình Chiểu,TP. Thủ Đức,,2014-04-11,Sở Y tế Tỉnh Tiền Giang,GPP,2021-01-27,27/01/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",129/45 Liên Khu 5-6,Phường Bình Hưng Hòa B,Bình Tân,Ds. Trương Việt Cường,2018-01-12,Sở Y tế TP.HCM,GPP,2024-09-19,20/09/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","371, Âu Cơ",Phường Phú Trung,Tân Phú,Ds. Bùi Thanh Nguyệt,2018-02-07,Sở Y tế TP.HCM,GPP,2019-09-11,11/09/2022
nhà thuốc,bán thuốc thành phẩm,"68A, đường số 25",Phường Tân Quy,Quận 7,Ds Lê Thị Minh Thảo,2013-08-08,Sở Y tế TP.HCM,GPP,2017-03-17,17/03/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","36, Lê Văn Thọ",Phường 11,Gò Vấp,,2014-03-26,Sở Y tế Tỉnh Đồng Tháp,GPP,2016-05-19,19/05/2019
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","83, Nguyễn Thị Thập",Phường Tân Phú,Quận 7,Ds Lê Thị Thu Hòa,2013-08-23,Sở Y tế TP.HCM,GPP,2019-02-28,24/02/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","379-381, Hai Bà Trưng",Phường 08,Quận 3,Ds. Bùi Thanh Nguyệt,2020-07-13,Sở Y tế TP.HCM,GPP,2020-08-17,17/08/2023
nhà thuốc,bán thuốc thành phẩm,"113, Hồng Lạc",Phường 10,Tân Bình,Ds Phạm Văn Sơn,2014-05-26,Sở Y tế TP.HCM,GPP,2014-10-02,02/10/2017
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền","24/6, Nguyễn Thái Bình",Phường 04,Tân Bình,Ds. Lê Thị Minh Thảo,2019-01-04,Sở Y tế TP.HCM,GDP,2017-08-21,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 221-221Bis, đường Nguyễn Thị Minh Khai",Phường Nguyễn Cư Trinh,Quận 1,Ds. Bùi Hùng Cường,2023-03-20,Sở Y tế TP.HCM,GPP,2023-08-22,22/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 60-60A, đường Phan Xích Long",Phường 01,Phú Nhuận,Ds. Trần Minh Trí,2022-12-28,Sở Y tế TP.HCM,GPP,2023-07-13,13/07/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","942, Nguyễn Duy Trinh",Phường Phú Hữu,TP. Thủ Đức,,2017-08-30,Sở Y tế Tỉnh Bình Dương,GPP,2020-12-16,16/12/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","C4/32, Sư Đoàn 9, ấp 3",Xã Vĩnh Lộc A,Bình Chánh,Ds. Nguyễn Trần Công Huân,2020-11-19,Sở Y tế TP.HCM,GPP,2021-04-28,28/04/2024
nhà thuốc,bán thuốc thành phẩm,"298, Thống Nhất",Phường 16,Gò Vấp,Ds Nguyễn Thị Kim Ngân,2013-10-17,Sở Y tế TP.HCM,GPP,2014-09-06,06/09/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Lầu 2, Tòa nhà Crescent Plaza, 105, Tôn Dật Tiên",Phường Tân Phú,Quận 7,Ds Phạm Văn Sơn,2015-11-09,Sở Y tế TP.HCM,GPP,2022-11-03,03/11/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","35C, Quán Tre, Tổ 40, Khu phố 5",Phường Trung Mỹ Tây,Quận 12,Ds Lê Thị Thu Hòa,2015-07-08,Sở Y tế TP.HCM,GPP,2020-12-25,25/12/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Shophouse S3.0101S01, Vinhomes Grand Park, 512 Nguyễn Xiển",Phường Long Thạnh Mỹ,TP. Thủ Đức,,2023-01-12,Sở Y tế Tỉnh An Giang,GPP,2023-09-28,28/09/2026
doanh nghiệp bán buôn thuốc,bán thuốc thành phẩm,"1/24, Thăng Long",Phường 04,Tân Bình,Ds Lê Thị Minh Thảo,2015-06-10,Sở Y tế TP.HCM,GDP,2016-12-07,07/12/2019
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","137A, Lê Văn Lương, ấp 3",Xã Phước Kiển,Nhà Bè,Ds Trần Minh Trí,2015-10-30,Sở Y tế TP.HCM,GPP,2019-08-22,22/08/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","11/25, Nguyễn Oanh",Phường 10,Gò Vấp,Ds Trần Minh Trí,2016-04-12,Sở Y tế TP.HCM,GPP,2020-12-02,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","675, Trần Xuân Soạn",Phường Tân Hưng,Quận 7,,2015-04-14,Sở Y tế tỉnh Lâm Đồng,GPP,2019-12-18,18/12/2022
nhà thuốc,bán thuốc thành phẩm,"149, Lê Quang Định",Phường 14,Bình Thạnh,Ds Lê Thị Thu Hòa,2014-03-28,Sở Y tế TP.HCM,GPP,2014-07-23,23/07/2017
nhà thuốc,bán thuốc thành phẩm,"35, Bùi Công Trừng",Xã Đông Thạnh,Hóc Môn,,2015-05-18,Sở Y tế TP. Hà Nội,GPP,2015-09-18,18/09/2018
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","261/2, Chấn Hưng",Phường 06,Tân Bình,,2019-07-22,Sở Y tế Tỉnh Vĩnh Long,GPP,2020-01-07,07/01/2023
nhà thuốc,bán thuốc thành phẩm,"C4/7, Nữ Dân Công ấp 3",Xã Vĩnh Lộc A,Bình Chánh,,2014-02-17,Sở Y tế Tỉnh Kiên Giang,GPP,2014-07-15,15/07/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","7/10, Lê Lợi, ấp Thống Nhất 1",Xã Tân Thới Nhì,Hóc Môn,Ds Lê Thị Thu Hòa,2013-08-14,Sở Y tế TP.HCM,GPP,2021-11-08,08/11/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","175, Đường số 12, Khu phố 16",Phường Bình Hưng Hòa,Bình Tân,Ds Lê Thị Thu Hòa,2014-02-13,Sở Y tế TP.HCM,GPP,2019-01-29,29/01/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","số 5D, Tỉnh lộ 8, tổ 2, Khu phố 1",Thị trấn Củ Chi,Củ Chi,,2014-07-31,Sở Y tế Tỉnh Hưng Yên,GPP,2021-03-03,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","226, Trung An, ấp An Bình",Xã Trung An,Củ Chi,,2013-12-30,Sở Y tế Tỉnh Hậu Giang,GPP,2019-11-28,28/11/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","2733C, Phạm Thế Hiển",Phường 07,Quận 8,Ds Lê Thị Thu Hòa,2014-12-16,Sở Y tế TP.HCM,GPP,2018-08-20,20/08/2021
nhà thuốc,bán thuốc thành phẩm,"15/72, Võ Duy Ninh",Phường 22,Bình Thạnh,,2015-08-13,Sở Y tế Tỉnh Bến Tre,GPP,2015-11-23,23/11/2018
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","33, khu dân cư Phú Long, phân khu số 5, đường Nguyễn Hữu Thọ",Xã Phước Kiển,Nhà Bè,Ds Trương Việt Cường,2014-11-28,Sở Y tế TP.HCM,GDP,2019-06-14,14/06/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","208/82, Đường số 5, khu phố 8",Phường Bình Hưng Hòa,Bình Tân,,2019-09-25,Sở Y tế Tỉnh Cà Mau,GPP,2023-05-30,30/05/2026
nhà thuốc,bán thuốc thành phẩm,"100B, đường Phú Thọ",Phường 02,Quận 11,,2012-11-21,Sở Y tế TP.HCM,GPP,2014-04-08,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","316C, Bùi Công Trừng, Ấp 4",Xã Nhị Bình,Hóc Môn,Ds Bùi Thanh Nguyệt,2013-08-19,Sở Y tế TP.HCM,GPP,2019-01-29,01/07/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","F6/25/1A, ấp 6",Xã Vĩnh Lộc B,Bình Chánh,,2020-09-29,Sở Y tế Tỉnh Cà Mau,GPP,2021-05-27,27/05/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","9, Quản Trọng Linh",Phường 07,Quận 8,Ds. Bùi Thanh Nguyệt,2018-04-20,Sở Y tế TP.HCM,GPP,2019-01-23,23/01/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","16/71, Nguyễn Thiện Thuật",Phường 02,Quận 3,Ds Lê Thị Thu Hòa,2014-02-18,Sở Y tế TP.HCM,GPP,2020-12-16,16/12/2023
doanh nghiệp bán buôn thuốc,bán thuốc thành phẩm,"90G, Quốc lộ 22, ấp Hưng Lân",Xã Bà Điểm,Hóc Môn,Ds Phạm Văn Sơn,2013-08-29,Sở Y tế TP.HCM,GDP,2014-10-13,13/10/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","26, Huỳnh Thiện Lộc",Phường Hòa Thạnh,Tân Phú,,2013-08-30,Sở Y tế Tỉnh Khánh Hòa,GPP,2018-06-15,15/06/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","18/1, Lê Văn Lương, ấp 5",Xã Phước Kiển,Nhà Bè,Ds. Trần Minh Trí,2019-07-19,Sở Y tế TP.HCM,GPP,2019-10-18,18/10/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","E17/2A, Kinh Trung Ương, Ấp 5",Xã Vĩnh Lộc B,Bình Chánh,,2014-09-17,Sở Y tế Tỉnh Đồng Tháp,GPP,2021-01-07,07/01/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","188, Pasteur",Phường 06,Quận 3,,2016-10-26,Sở Y tế Tỉnh Thừa Thiên - Huế,GPP,2020-07-31,31/07/2023
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","35A, Trần Văn Giáp",Phường Hiệp Tân,Tân Phú,Ds Nguyễn Thị Kim Ngân,2013-10-10,Sở Y tế TP.HCM,GDP,2019-08-16,16/08/2022
nhà thuốc,bán thuốc thành phẩm,"760, Lê Đức Thọ",Phường 15,Gò Vấp,Ds Trương Việt Cường,2014-05-20,Sở Y tế TP.HCM,GPP,2015-05-07,07/05/2018
nhà thuốc bệnh viện ngoài công lập,bán thuốc thành phẩm,"171/3, Trường Chinh",Phường Tân Thới Nhất,Quận 12,Ds Trần Minh Trí,2013-11-26,Sở Y tế TP.HCM,GPP,2015-11-23,23/11/2018
nhà thuốc,bán thuốc thành phẩm,"C4/24 ấp 3, Quốc lộ 1A",Xã Tân Kiên,Bình Chánh,,2014-07-15,Sở Y tế Tỉnh Thái Bình,GPP,2015-05-21,21/05/2018
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 410A, Tỉnh Lộ 8, tổ 3, ấp 3",Xã Tân Thạnh Tây,Củ Chi,Ds Lê Thị Thu Hòa,2014-12-08,Sở Y tế Tỉnh Tây Ninh,GPP,2018-09-06,06/09/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 8 - 10, Trương Định",Phường 06,Quận 3,Ds Lê Thị Thu Hòa,2013-08-12,Sở Y tế TP.HCM,GPP,2021-01-27,27/01/2024
nhà thuốc,bán thuốc trừ vắc xin,"291B, Bà Hom",Phường 13,Quận 6,Ds Trương Việt Cường,2013-09-05,Sở Y tế TP.HCM,GPP,2017-07-01,01/07/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","7A, Nguyễn Ảnh Thủ, tổ 19, khu phố 2",Phường Hiệp Thành,Quận 12,,2013-12-31,Sở Y tế tỉnh Sóc Trăng,GPP,2018-09-11,17/10/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","298, Thống Nhất",Phường 16,Gò Vấp,Ds. Nguyễn Thị Kim Ngân,2018-09-28,Sở Y tế TP.HCM,GPP,2019-01-10,10/01/2022
nhà thuốc,bán thuốc thành phẩm,"127, Phan Huy Thực",Phường Tân Kiểng,Quận 7,Ds Trần Thị Như Thủy,2014-07-14,Sở Y tế TP.HCM,GPP,2014-10-28,28/10/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","D14, Cư xá Phú Lâm B",Phường 13,Quận 6,Ds Phạm Văn Sơn,2013-10-17,Sở Y tế TP.HCM,GPP,2020-12-30,30/12/2023
nhà thuốc,bán thuốc thành phẩm,"29, Trần Mai Ninh",Phường 12,Tân Bình,Ds Trương Việt Cường,2015-04-10,Sở Y tế TP.HCM,GPP,2015-11-09,09/11/2018
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","22/5C, Nguyễn Thị Sáu, Ấp Trung Đông",Xã Thới Tam Thôn,Hóc Môn,Ds. Nguyễn Thị Kim Ngân,2017-08-28,Sở Y tế TP.HCM,GPP,2023-02-10,10/02/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","25/4A, Nguyễn Ảnh Thủ, Tổ 18, Khu phố 2",Phường Hiệp Thành,Quận 12,,2013-07-16,Sở Y tế TP.HCM,GPP,2019-05-10,10/05/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","42, Lộ Tẻ",Phường Tân Tạo A,Bình Tân,Ds. Trần Minh Trí,2021-05-27,Sở Y tế TP.HCM,GPP,2021-12-28,28/12/2024
nhà thuốc,bán thuốc thành phẩm,"191, đường số 17, Khu phố 3",Phường Tân Quy,Quận 7,,2014-09-15,Sở Y tế Tỉnh Bạc Liêu,GPP,2015-03-17,17/03/2018
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","SỐ 72 NGUYỄN THỊ TIỆP, ẤP TÂY",Xã Tân An Hội,Củ Chi,Thái Thanh Tú,2024-06-05,Sở Y tế TP.HCM,GPP,2024-07-16,17/07/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 60B, đường Trung An, tổ 6, ấp Hội Thạnh",Xã Trung An,Củ Chi,,2019-07-22,Sở Y tế Tỉnh Bạc Liêu,GPP,2020-05-29,
nhà thuốc,bán thuốc thành phẩm,"219M, Nguyễn Ảnh Thủ, Tổ 1, Khu phố 1",Phường Trung Mỹ Tây,Quận 12,Ds Phạm Văn Sơn,2016-01-22,Sở Y tế TP.HCM,GPP,2016-09-20,20/09/2019
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","61/6, Đường Tân Xuân 1, Ấp Chánh 1",Xã Tân Xuân,Hóc Môn,,2017-09-21,Sở Y tế TP. Cần Thơ,GPP,2022-10-07,07/10/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","33 Lô M, Cư xá Phú Lâm D",Phường 10,Quận 6,,2019-01-03,Sở Y tế TP.HCM,GPP,2017-09-05,05/09/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","180, Quốc lộ 13, khu phố 2",Phường Hiệp Bình Chánh,TP. Thủ Đức,Ds Tô Văn Minh,2014-08-12,Sở Y tế Tỉnh Tiền Giang,GPP,2021-04-01,01/04/2024
nhà thuốc,bán thuốc thành phẩm,"107, Lê Hồng Phong",Phường 02,Quận 5,Ds Trương Việt Cường,2015-09-21,Sở Y tế TP.HCM,GPP,2016-02-25,25/02/2019
nhà thuốc,bán thuốc thành phẩm,"Số 1-3, Đường 3/2",Phường 11,Quận 10,,2016-05-18,Sở Y tế Tỉnh Lâm Đồng,GPP,2016-10-18,18/10/2019
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","33/1A, Ấp Hưng Lân",Xã Bà Điểm,Hóc Môn,Ds. Lê Thị Minh Thảo,2018-03-08,Sở Y tế TP.HCM,GPP,2019-09-20,20/09/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Lầu 1, Số 94, Lê Văn Việt, Khu phố 2",Phường Hiệp Phú,TP. Thủ Đức,Ds. Trần Minh Trí,2023-02-13,Sở Y tế TP.HCM,GPP,2023-08-04,04/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","C17/6, Liên ấp 234, tổ 12, ấp 3A",Xã Vĩnh Lộc A,Bình Chánh,Ds Phạm Văn Sơn,2014-12-18,Sở Y tế TP.HCM,GPP,2022-10-07,07/10/2025
nhà thuốc,bán thuốc thành phẩm,"965/6F, Quang Trung",Phường 14,Gò Vấp,,2014-10-08,Sở Y tế Tỉnh Bến Tre,GPP,2017-03-17,17/03/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","459, Hòa Hảo",Phường 05,Quận 10,Ds Tô Văn Minh,2016-03-07,Sở Y tế TP.HCM,GPP,2019-06-14,14/06/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","331, Bình Thành, Khu phố 4",Phường Bình Hưng Hòa B,Bình Tân,Ds. Trần Minh Trí,2018-08-10,Sở Y tế TP.HCM,GPP,2018-12-19,19/12/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","749, Trần Hưng Đạo",Phường 01,Quận 5,Ds Lê Thị Thu Hòa,2015-02-02,Sở Y tế TP.HCM,GPP,2018-04-13,13/04/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","01, Liêu Bình Hương, Ấp Tân Lập",Xã Tân Thông Hội,Củ Chi,Ds Tô Văn Minh,2016-09-09,Sở Y tế TP.HCM,GPP,2021-03-26,26/03/2024
cơ sở bán buôn thuốc,"bán hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","127, Lê Văn Chí",Phường Linh Trung,TP. Thủ Đức,Ds Phạm Văn Sơn,2014-11-05,Sở Y tế TP.HCM,GDP,2021-03-03,13/11/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","106, Nguyễn Thái Sơn",Phường 03,Gò Vấp,Ds Trương Việt Cường,2014-04-02,Sở Y tế TP.HCM,GPP,2020-12-08,
doanh nghiệp bán buôn thuốc,bán thuốc thành phẩm,"32, Khu Bình Đăng, Đường số 4",Phường 06,Quận 8,Ds Lê Thị Minh Thảo,2013-09-05,Sở Y tế TP.HCM,GDP,2011-08-10,10/08/2013
nhà thuốc,bán thuốc thành phẩm,"172, Phạm Hùng",Phường 05,Quận 8,,2014-10-17,Sở Y tế TP.HCM,GPP,2015-09-15,15/09/2018
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","66, Nguyễn Hữu Tiến",Phường Tây Thạnh,Tân Phú,Ds. Nguyễn Trần Công Huân,2023-02-20,Sở Y tế TP.HCM,GPP,2018-12-05,05/12/2021
